metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1727302176,1.000000,,,1503,false,,GET,http://localhost:8080,HTTP/1.1,default,,503,,,http://localhost:8080,,
http_req_duration,1727302176,0.731090,,,1503,false,,GET,http://localhost:8080,HTTP/1.1,default,,503,,,http://localhost:8080,,
http_req_blocked,1727302176,0.077441,,,1503,false,,GET,http://localhost:8080,HTTP/1.1,default,,503,,,http://localhost:8080,,
http_req_connecting,1727302176,0.052881,,,1503,false,,GET,http://localhost:8080,HTTP/1.1,default,,503,,,http://localhost:8080,,
http_req_tls_handshaking,1727302176,0.000000,,,1503,false,,GET,http://localhost:8080,HTTP/1.1,default,,503,,,http://localhost:8080,,
http_req_sending,1727302176,0.023640,,,1503,false,,GET,http://localhost:8080,HTTP/1.1,default,,503,,,http://localhost:8080,,
http_req_waiting,1727302176,0.593240,,,1503,false,,GET,http://localhost:8080,HTTP/1.1,default,,503,,,http://localhost:8080,,
http_req_receiving,1727302176,0.114210,,,1503,false,,GET,http://localhost:8080,HTTP/1.1,default,,503,,,http://localhost:8080,,
http_req_failed,1727302176,1.000000,,,1503,false,,GET,http://localhost:8080,HTTP/1.1,default,,503,,,http://localhost:8080,,
http_reqs,1727302176,1.000000,,,1503,false,,GET,http://localhost:8080,HTTP/1.1,default,,503,,,http://localhost:8080,,
http_req_duration,1727302176,0.858121,,,1503,false,,GET,http://localhost:8080,HTTP/1.1,default,,503,,,http://localhost:8080,,
http_req_blocked,1727302176,0.255140,,,1503,false,,GET,http://localhost:8080,HTTP/1.1,default,,503,,,http://localhost:8080,,
http_req_connecting,1727302176,0.230760,,,1503,false,,GET,http://localhost:8080,HTTP/1.1,default,,503,,,http://localhost:8080,,
http_req_tls_handshaking,1727302176,0.000000,,,1503,false,,GET,http://localhost:8080,HTTP/1.1,default,,503,,,http://localhost:8080,,
http_req_sending,1727302176,0.014630,,,1503,false,,GET,http://localhost:8080,HTTP/1.1,default,,503,,,http://localhost:8080,,
