metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1727303031,1.000000,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_duration,1727303031,56.384177,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_blocked,1727303031,0.321510,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_connecting,1727303031,0.157910,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_tls_handshaking,1727303031,0.000000,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_sending,1727303031,0.000000,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_waiting,1727303031,0.000000,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_receiving,1727303031,56.384177,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_failed,1727303031,1.000000,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_reqs,1727303031,1.000000,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_duration,1727303031,50.221050,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_blocked,1727303031,0.604091,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_connecting,1727303031,0.344230,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_tls_handshaking,1727303031,0.000000,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_sending,1727303031,0.000000,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_waiting,1727303031,0.000000,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_receiving,1727303031,50.221050,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_failed,1727303031,1.000000,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_reqs,1727303031,1.000000,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
http_req_duration,1727303031,52.109792,,,1503,false,,POST,http://localhost:8080/api/upload,HTTP/1.1,default,,503,,,http://localhost:8080/api/upload,,
